journal_id,source_title,journal
21100304262.0,INT J EMERG MARK,INTERNATIONAL JOURNAL OF EMERGING MARKETS
14500154757.0,INT J EMERG MED,INTERNATIONAL JOURNAL OF EMERGENCY MEDICINE
6400153116.0,INT J ENERGY SECT MANAGE,INTERNATIONAL JOURNAL OF ENERGY SECTOR MANAGEMENT
12100154510.0,INT J ENTERP INF SYST,INTERNATIONAL JOURNAL OF ENTERPRISE INFORMATION SYSTEMS
144744.0,INT J ENTREP BEHAV R,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOUR & RESEARCH
11.0,INT J ENTREP INNOV,THE INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND INNOVATION
21100198209.0,INT J ENTREP VENTUR,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL VENTURING
21100286465.0,INT J ENTREPRENEURSHIP INNOV,THE INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND INNOVATION
4000148503.0,INT J ENVIRON SCI TE,INTERNATIONAL JOURNAL OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY
20115.0,INT J FOOD SCI TECH,INTERNATIONAL JOURNAL OF FOOD SCIENCE & TECHNOLOGY
22706.0,INT J FORECAST,INTERNATIONAL JOURNAL OF FORECASTING
21100242611.0,INT J GEND ENTREP,INTERNATIONAL JOURNAL OF GENDER AND ENTREPRENEURSHIP
14757.0,INT J HEALTH CARE QUAL ASSUR,INTERNATIONAL JOURNAL OF HEALTH CARE QUALITY ASSURANCE
28686.0,INT J HOSP MANAG,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT
24840.0,INT J HUM RESOUR MAN,THE INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT
5800179616.0,INT J IND SYST ENG,INTERNATIONAL JOURNAL OF INDUSTRIAL AND SYSTEMS ENGINEERING
21100398003.0,INT J INF LEARN TECH,INTERNATIONAL JOURNAL OF INFORMATION AND LEARNING TECHNOLOGY
15631.0,INT J INF MANAGE,INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT
19700186887.0,INT J INF SYST CHANGE MANGE,INTERNATIONAL JOURNAL OF INFORMATION SYSTEMS AND CHANGE MANAGEMENT
21100198470.0,INT J INF SYST SUPPL,INTERNATIONAL JOURNAL OF INFORMATION SYSTEMS AND SUPPLY CHAIN MANAGEMENT
11700154321.0,INT J INNOV MANAG,INTERNATIONAL JOURNAL OF INNOVATION MANAGEMENT
19700188275.0,INT J INOV SCI,INTERNATIONAL JOURNAL OF INNOVATION SCIENCE
15496.0,INT J INTERCULT RELAT,INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS
21100431169.0,INT J ISLAMIC MIDDLE,INTERNATIONAL JOURNAL OF ISLAMIC AND MIDDLE EASTERN FINANCE AND MANAGEMENT
12000154350.0,INT J KNOWL MANAG,INTERNATIONAL JOURNAL OF KNOWLEDGE MANAGEMENT
21100232428.0,INT J LAW MANAG,INTERNATIONAL JOURNAL OF LAW AND MANAGEMENT
4400151404.0,INT J LEARN INTELL C,INTERNATIONAL JOURNAL OF LEARNING AND INTELLECTUAL CAPITAL
19700201449.0,INT J LOGIST MANAG,THE INTERNATIONAL JOURNAL OF LOGISTICS MANAGEMENT
21100206607.0,INT J MANAG EDUC-OXF,THE INTERNATIONAL JOURNAL OF MANAGEMENT EDUCATION
20037.0,INT J MANAG REV,INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS
20201.0,INT J MANPOW,INTERNATIONAL JOURNAL OF MANPOWER
22819.0,INT J MARKET RES,INTERNATIONAL JOURNAL OF MARKET RESEARCH
21100788210.0,INT J NONPROFIT VOLU,INTERNATIONAL JOURNAL OF NONPROFIT AND VOLUNTARY SECTOR MARKETING
29232.0,INT J OCCUP SAF ERGO,INTERNATIONAL JOURNAL OF OCCUPATIONAL SAFETY AND ERGONOMICS
20039.0,INT J OPER PROD MAN,INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT
18000156701.0,INT J PHARM HEALTHC MARK,INTERNATIONAL JOURNAL OF PHARMACEUTICAL AND HEALTHCARE MARKETING
10300153306.0,INT J PRESS POLIT,THE INTERNATIONAL JOURNAL OF PRESS/POLITICS
19165.0,INT J PROD ECON,INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS
27656.0,INT J PROD RES,INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH
14896.0,INT J PSYCHOL,INTERNATIONAL JOURNAL OF PSYCHOLOGY
21101055119.0,INT J PUBLIC LEADERS,INTERNATIONAL JOURNAL OF PUBLIC LEADERSHIP
14734.0,INT J QUAL HEALTH C,INTERNATIONAL JOURNAL FOR QUALITY IN HEALTH CARE
6400153175.0,INT J SERV OPER INF,INTERNATIONAL JOURNAL OF SERVICES OPERATIONS AND INFORMATICS
23717.0,INT J SOC ECON,INTERNATIONAL JOURNAL OF SOCIAL ECONOMICS
19200157038.0,INT J SPORT MARK SPO,INTERNATIONAL JOURNAL OF SPORTS MARKETING AND SPONSORSHIP
23292.0,INT J SUST DEV WORLD,INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT & WORLD ECOLOGY
19700181207.0,INT J SUSTAINABLE ENG,INTERNATIONAL JOURNAL OF SUSTAINABLE ENGINEERING
18700156730.0,INT J TECHNOENTREPRENEURSHIP,INTERNATIONAL JOURNAL OF TECHNOENTREPRENEURSHIP
21100220379.0,INT J TECHNOL ENHANC,INTERNATIONAL JOURNAL OF TECHNOLOGY ENHANCED LEARNING
12763.0,INT J TECHNOL MANAGE,INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT
21100844181.0,INT J TOUR CITIES,INTERNATIONAL JOURNAL OF TOURISM CITIES
12300154722.0,INT J TOUR RES,INTERNATIONAL JOURNAL OF TOURISM RESEARCH
13892.0,INT J URBAN REGIONAL,INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH
21100299414.0,INT J WINE BUS RES,INTERNATIONAL JOURNAL OF WINE BUSINESS RESEARCH
4400151514.0,INT LIBR ETH LAW NEW,GLOBALIZATION AND HEALTH
22839.0,INT MARKET REV,INTERNATIONAL MARKETING REVIEW
26857.0,INT MIGR REV,INTERNATIONAL MIGRATION REVIEW
15807.0,INT REV ADM SCI,INTERNATIONAL REVIEW OF ADMINISTRATIVE SCIENCES
23720.0,INT REV APPL ECON,INTERNATIONAL REVIEW OF APPLIED ECONOMICS
17385.0,INT REV FINANC ANAL,INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS
17500155141.0,INT REV PUB NON MARK,INTERNATIONAL REVIEW ON PUBLIC AND NONPROFIT MARKETING
28552.0,INT SMALL BUS J,INTERNATIONAL SMALL BUSINESS JOURNAL RESEARCHING ENTREPRENEURSHIP
5800157981.0,INT STUD MANAG ORG,INTERNATIONAL STUDIES OF MANAGEMENT AND ORGANIZATION
9700153238.0,INT T OPER RES,INTERNATIONAL TRANSACTIONS IN OPERATIONAL RESEARCH
145681.0,INTERACT LEARN ENVIR,INTERACTIVE LEARNING ENVIRONMENTS
21101204531.0,INTERD J MANAGE STUD,INTERDISCIPLINARY JOURNAL OF MANAGEMENT STUDIES
19929.0,INTERFACES,INFORMS JOURNAL ON APPLIED ANALYTICS
21100920052.0,INTERNATIONAL JOURNAL OF BUSINESS AND EMERGING MARKETS,INTERNATIONAL JOURNAL OF BUSINESS AND EMERGING MARKETS
21100236611.0,INTERNATIONAL JOURNAL OF BUSINESS AND GLOBALISATION,INTERNATIONAL JOURNAL OF BUSINESS AND GLOBALISATION
11200153572.0,INTERNATIONAL JOURNAL OF BUSINESS INNOVATION AND RESEARCH,INTERNATIONAL JOURNAL OF BUSINESS INNOVATION AND RESEARCH
21100896465.0,INTERNATIONAL JOURNAL OF CUSTOMER RELATIONSHIP MARKETING AND MANAGEMENT,INTERNATIONAL JOURNAL OF CUSTOMER RELATIONSHIP MARKETING AND MANAGEMENT
21100970247.0,INTERNATIONAL JOURNAL OF DATA AND NETWORK SCIENCE,INTERNATIONAL JOURNAL OF DATA AND NETWORK SCIENCE
21100349535.0,INTERNATIONAL JOURNAL OF ECONOMICS AND BUSINESS RESEARCH,INTERNATIONAL JOURNAL OF ECONOMICS AND BUSINESS RESEARCH
21100423723.0,INTERNATIONAL JOURNAL OF ELECTRONIC BUSINESS,INTERNATIONAL JOURNAL OF ELECTRONIC BUSINESS
6200180168.0,INTERNATIONAL JOURNAL OF ELECTRONIC MARKETING AND RETAILING,INTERNATIONAL JOURNAL OF ELECTRONIC MARKETING AND RETAILING
4700152413.0,INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND INNOVATION MANAGEMENT,INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND INNOVATION MANAGEMENT
3900148213.0,INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS,INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS
4700152236.0,INTERNATIONAL JOURNAL OF GLOBALISATION AND SMALL BUSINESS,INTERNATIONAL JOURNAL OF GLOBALISATION AND SMALL BUSINESS
17700156776.0,INTERNATIONAL JOURNAL OF INFORMATION AND COMMUNICATION TECHNOLOGY,INTERNATIONAL JOURNAL OF INFORMATION AND COMMUNICATION TECHNOLOGY
4000149708.0,INTERNATIONAL JOURNAL OF MANAGEMENT AND ENTERPRISE DEVELOPMENT,INTERNATIONAL JOURNAL OF MANAGEMENT AND ENTERPRISE DEVELOPMENT
4700153105.0,INTERNATIONAL JOURNAL OF MANAGEMENT PRACTICE,INTERNATIONAL JOURNAL OF MANAGEMENT PRACTICE
21100246540.0,INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT SUSTAINABLE DEVELOPMENT,INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT AND SUSTAINABLE DEVELOPMENT
21100836592.0,INTERNATIONAL JOURNAL OF TECHNOLOGY MARKETING,INTERNATIONAL JOURNAL OF TECHNOLOGY MARKETING
21100220476.0,INTERNATIONAL JOURNAL OF WORK INNOVATION,INTERNATIONAL JOURNAL OF WORK INNOVATION
18686.0,INTERNATIONAL MANAGEMENT REVIEW,PSYCHIATRIC BULLETIN
15806.0,INTERNATIONAL PUBLIC MANAGEMENT JOURNAL,INTERNATIONAL PUBLIC MANAGEMENT JOURNAL
17493.0,INTERNET RES,INTERNET RESEARCH
19200157025.0,INZ EKON,ENGINEERING ECONOMICS
19900195068.0,IOP CONF SER: EARTH ENVIRON SCI,IOP CONFERENCE SERIES EARTH AND ENVIRONMENTAL SCIENCE
21100870402.0,J  SMALL BUS  ENTREP,JOURNAL OF SMALL BUSINESS & ENTREPRENEURSHIP
24385.0,J ACAD MARKET SCI,JOURNAL OF THE ACADEMY OF MARKETING SCIENCE
29857.0,J ACCOUNT RES,JOURNAL OF ACCOUNTING RESEARCH
19700166503.0,J ADV COMPUT INTELL,JOURNAL OF ADVANCED COMPUTATIONAL INTELLIGENCE AND INTELLIGENT INFORMATICS
21100892687.0,J ADV MANAG RES,JOURNAL OF ADVANCES IN MANAGEMENT RESEARCH
28186.0,J ADV NURS,JOURNAL OF ADVANCED NURSING
28179.0,J ADVERTISING,JOURNAL OF ADVERTISING
28180.0,J ADVERTISING RES,JOURNAL OF ADVERTISING RESEARCH
23817.0,J AFR BUS,JOURNAL OF AFRICAN BUSINESS
22733.0,J AFR ECON,JOURNAL OF AFRICAN ECONOMIES
21100784274.0,J AGRIBUS DEV EMERG,JOURNAL OF AGRIBUSINESS IN DEVELOPING AND EMERGING ECONOMIES
80793.0,J AGRIC APPL ECON,JOURNAL OF AGRICULTURAL AND APPLIED ECONOMICS
20532.0,J AIR TRANSP MANAG,JOURNAL OF AIR TRANSPORT MANAGEMENT
5700155578.0,J AM FOLKLORE,JOURNAL OF AMERICAN FOLKLORE
19553.0,J APPL COMMUN RES,JOURNAL OF APPLIED COMMUNICATION RESEARCH
15388.0,J APPL PSYCHOL,JOURNAL OF APPLIED PSYCHOLOGY
21100385808.0,J ASIA BUS STUD,JOURNAL OF ASIA BUSINESS STUDIES
6.0,J ASIAN FINANC ECON,JOURNAL OF ASIAN FINANCE ECONOMICS AND BUSINESS
21100307484.0,J ASSOC INF SCI TECH,JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY
19600166403.0,J BALKAN NEAR E STUD,JOURNAL OF BALKAN AND NEAR EASTERN STUDIES
17700156769.0,J BRAND MANAG,JOURNAL OF BRAND MANAGEMENT
24342.0,J BUS ECON,JOURNAL OF BUSINESS ECONOMICS
1000147102.0,J BUS ECON MANAG,JOURNAL OF BUSINESS ECONOMICS AND MANAGEMENT
27162.0,J BUS ECON STAT,JOURNAL OF BUSINESS AND ECONOMIC STATISTICS
21100840149.0,J BUS ENTREP,JOURNAL OF BUSINESS AND ENTREPRENEURSHIP
23859.0,J BUS ETHICS,JOURNAL OF BUSINESS ETHICS
22893.0,J BUS IND MARK,JOURNAL OF BUSINESS AND INDUSTRIAL MARKETING
19700201522.0,J BUS LOGIST,JOURNAL OF BUSINESS LOGISTICS
15392.0,J BUS PSYCHOL,JOURNAL OF BUSINESS AND PSYCHOLOGY
20550.0,J BUS RES,JOURNAL OF BUSINESS RESEARCH
144826.0,J BUS STRATEGY,JOURNAL OF BUSINESS STRATEGY
23860.0,J BUS VENTUR,JOURNAL OF BUSINESS VENTURING
4700152803.0,J BUS-BUS MARK,JOURNAL OF BUSINESS-TO-BUSINESS MARKETING
23831.0,J CARDIOTHOR VASC AN,JOURNAL OF CARDIOTHORACIC AND VASCULAR ANESTHESIA
15398.0,J CAREER ASSESSMENT,JOURNAL OF CAREER ASSESSMENT
14420.0,J CAREER DEV,JOURNAL OF CAREER DEVELOPMENT
19167.0,J CLEAN PROD,JOURNAL OF CLEANER PRODUCTION
15427.0,J COGN PSYCHOTHER,JOURNAL OF COGNITIVE PSYCHOTHERAPY
15430.0,J COMMUNITY PSYCHOL,JOURNAL OF COMMUNITY PSYCHOLOGY
21101023092.0,J COMPETITIVENESS,JOURNAL OF COMPETITIVENESS
18232.0,J COMPUT-MEDIAT COMM,JOURNAL OF COMPUTER-MEDIATED COMMUNICATION
21759.0,J CONSUM AFF,JOURNAL OF CONSUMER AFFAIRS
22897.0,J CONSUM MARK,JOURNAL OF CONSUMER MARKETING
28181.0,J CONSUM PSYCHOL,JOURNAL OF CONSUMER PSYCHOLOGY
22899.0,J CONSUM RES,JOURNAL OF CONSUMER RESEARCH
15619.0,J CONTEMP ETHNOGR,JOURNAL OF CONTEMPORARY ETHNOGRAPHY
28204.0,J CONTIN EDUC NURS,THE JOURNAL OF CONTINUING EDUCATION IN NURSING
20574.0,J CONTING CRISIS MAN,JOURNAL OF CONTINGENCIES AND CRISIS MANAGEMENT
15600154710.0,J CREAT COMMUN,JOURNAL OF CREATIVE COMMUNICATIONS
12789.0,J CREATIVE BEHAV,THE JOURNAL OF CREATIVE BEHAVIOR
28970.0,J CULT ECON (DORDR),JOURNAL OF CULTURAL ECONOMICS
11700154320.0,J DEV ENTREP,JOURNAL OF DEVELOPMENTAL ENTREPRENEURSHIP
14849.0,J DEV STUD,THE JOURNAL OF DEVELOPMENT STUDIES
7.0,J E EUR CENT ASIAN R,JOURNAL OF EASTERN EUROPEAN AND CENTRAL ASIAN RESEARCH
23865.0,J ECON BEHAV ORGAN,JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION
24378.0,J ECON BUS,JOURNAL OF ECONOMICS AND BUSINESS
21101193873.0,J ECON DEV-VIETNAM,JOURNAL OF ECONOMICS AND DEVELOPMENT
4700152637.0,J ECON INTERACT COORD,JOURNAL OF ECONOMIC INTERACTION AND COORDINATION
28988.0,J ECON MANAGE STRAT,JOURNAL OF ECONOMICS & MANAGEMENT STRATEGY
24351.0,J ECON METHODOL,JOURNAL OF ECONOMIC METHODOLOGY
22915.0,J ECON PSYCHOL,JOURNAL OF ECONOMIC PSYCHOLOGY
5200152623.0,J EDUC (BOSTON),JOURNAL ON EDUCATION
16444.0,J EDUC BEHAV STAT,JOURNAL OF EDUCATIONAL AND BEHAVIORAL STATISTICS
21100834920.0,J EDUC BUS,JOURNAL OF EDUCATION FOR BUSINESS
21100829944.0,J EDUC LIBR INF SCI,JOURNAL OF EDUCATION FOR LIBRARY AND INFORMATION SCIENCE
66374.0,J EDUC MEAS,JOURNAL OF EDUCATIONAL MEASUREMENT
12808.0,J EDUC PSYCHOL,JOURNAL OF EDUCATIONAL PSYCHOLOGY
17800156703.0,J EMPIR RES HUM RES,JOURNAL OF EMPIRICAL RESEARCH ON HUMAN RESEARCH ETHICS
21447.0,J ENGL ACAD PURP,JOURNAL OF ENGLISH FOR ACADEMIC PURPOSES
19200156950.0,J ENTERP COMMUNITIES,JOURNAL OF ENTERPRISING COMMUNITIES PEOPLE AND PLACES IN THE GLOBAL ECONOMY
21100446531.0,J ENTREP EMERG ECON,JOURNAL OF ENTREPRENEURSHIP IN EMERGING ECONOMIES
21100446524.0,J ENTREP PUBLIC POLI,JOURNAL OF ENTREPRENEURSHIP AND PUBLIC POLICY
23371.0,J ENVIRON MANAGE,JOURNAL OF ENVIRONMENTAL MANAGEMENT
15470.0,J ENVIRON PSYCHOL,JOURNAL OF ENVIRONMENTAL PSYCHOLOGY
27343.0,J ETHN MIGR STUD,JOURNAL OF ETHNIC AND MIGRATION STUDIES
22918.0,J EUROMARKETING,JOURNAL OF EUROMARKETING
28994.0,J EVOL ECON,JOURNAL OF EVOLUTIONARY ECONOMICS
12814.0,J EXTENSION,JOURNAL OF EXTENSION
21100890158.0,J FAM BUS MANAG,JOURNAL OF FAMILY BUSINESS MANAGEMENT
24379.0,J FINANC ECON,JOURNAL OF FINANCIAL ECONOMICS
28996.0,J FINANC INTERMED,JOURNAL OF FINANCIAL INTERMEDIATION
80370.0,J FINANC QUANT ANAL,JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS
17700156753.0,J FINANC SERV MARK,JOURNAL OF FINANCIAL SERVICES MARKETING
20607.0,J FOOD PROD MARK,JOURNAL OF FOOD PRODUCTS MARKETING
700147309.0,J GEN MANAGE,JOURNAL OF GENERAL MANAGEMENT
8.0,J GLOB ENTREP RES,JOURNAL OF GLOBAL ENTREPRENEURSHIP RESEARCH
21100435972.0,J GLOB FASH MARK,JOURNAL OF GLOBAL FASHION MARKETING
20608.0,J GLOB INF MANAG,JOURNAL OF GLOBAL INFORMATION MANAGEMENT
22925.0,J GLOB MARK,JOURNAL OF GLOBAL MARKETING
21101063734.0,J GLOB RESPONSIB,JOURNAL OF GLOBAL RESPONSIBILITY
21101052349.0,J GLOBAL BUS TECHNOL,JOURNAL OF GLOBAL BUSINESS AND TECHNOLOGY
144820.0,J HAPPINESS STUD,JOURNAL OF HAPPINESS STUDIES
15536.0,J HEALTH PSYCHOL,JOURNAL OF HEALTH PSYCHOLOGY
21101045767.0,J HOSP TOUR INSIGHTS,JOURNAL OF HOSPITALITY AND TOURISM INSIGHTS
21100255484.0,J HOSP TOUR MANAG,JOURNAL OF HOSPITALITY AND TOURISM MANAGEMENT
21100200826.0,J HUM SPORT EXERC,JOURNAL OF HUMAN SPORT AND EXERCISE
21100218004.0,J I ECON,JOURNAL OF INSTITUTIONAL ECONOMICS
21100385811.0,J INDIAN BUS RES,JOURNAL OF INDIAN BUSINESS RESEARCH
15688.0,J INF SYST,JOURNAL OF INFORMATION SYSTEMS
12815.0,J INF TECHNOL-UK,JOURNAL OF INFORMATION TECHNOLOGY
21100932830.0,J INNOV  KNOWL,JOURNAL OF INNOVATION AND KNOWLEDGE
21100901140.0,J INNOV ENTREPRENEURSHIP,JOURNAL OF INNOVATION AND ENTREPRENEURSHIP
9.0,J INNOV KNOWL,JOURNAL OF INNOVATION & KNOWLEDGE
21101066138.0,J INT BUS POLICY,JOURNAL OF INTERNATIONAL BUSINESS POLICY
24392.0,J INT BUS STUD,JOURNAL OF INTERNATIONAL BUSINESS STUDIES
4700152801.0,J INT CONSUM MARK,JOURNAL OF INTERNATIONAL CONSUMER MARKETING
21101136421.0,J INT COUNC SMALL BU,JOURNAL OF THE INTERNATIONAL COUNCIL FOR SMALL BUSINESS
14850.0,J INT DEV,JOURNAL OF INTERNATIONAL DEVELOPMENT
145670.0,J INT ENTREP,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP
20633.0,J INT MANAG,JOURNAL OF INTERNATIONAL MANAGEMENT
22944.0,J INT MARKETING,JOURNAL OF INTERNATIONAL MARKETING
17533.0,J INT MONEY FINANCE,JOURNAL OF INTERNATIONAL MONEY AND FINANCE
24363.0,J INTELL MANUF,JOURNAL OF INTELLIGENT MANUFACTURING
22928.0,J INTERACT MARK,JOURNAL OF INTERACTIVE MARKETING
4700152784.0,J INTERNET COMMER,JOURNAL OF INTERNET COMMERCE
21100236016.0,J ISLAMIC MARK,JOURNAL OF ISLAMIC MARKETING
10.0,J KNOWL ECON,JOURNAL OF THE KNOWLEDGE ECONOMY
144668.0,J KNOWL MANAG,JOURNAL OF KNOWLEDGE MANAGEMENT
20246.0,J LABOR ECON,JOURNAL OF LABOR ECONOMICS
20091.0,J MACROECON,JOURNAL OF MACROECONOMICS
28525.0,J MAGN RESON,JOURNAL OF MAGNETIC RESONANCE
21100299410.0,J MANAG HIST,JOURNAL OF MANAGEMENT HISTORY
20635.0,J MANAGE,JOURNAL OF MANAGEMENT
15700.0,J MANAGE INFORM SYST,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS
20639.0,J MANAGE INQUIRY,JOURNAL OF MANAGEMENT INQUIRY
11700154614.0,J MANAGE ORGAN,JOURNAL OF MANAGEMENT & ORGANIZATION
20650.0,J MANAGE STUD,JOURNAL OF MANAGEMENT STUDIES
21100834347.0,J MARK ANAL,JOURNAL OF MARKETING ANALYTICS
22954.0,J MARK COMMUN,JOURNAL OF MARKETING COMMUNICATIONS
144957.0,J MARKET EDUC,JOURNAL OF MARKETING EDUCATION
19700187623.0,J MARKET MANAG-UK,JOURNAL OF MARKETING MANAGEMENT
22951.0,J MARKETING,JOURNAL OF MARKETING
22961.0,J MARKETING RES,JOURNAL OF MARKETING RESEARCH
20972.0,J MATER PROCESS TECH,JOURNAL OF MATERIALS PROCESSING TECHNOLOGY
21101021585.0,J MOV DISORD,JOURNAL OF MOVEMENT DISORDERS
21100264009.0,J MULTI CRITERIA DECIS ANAL,JOURNAL OF MULTI-CRITERIA DECISION ANALYSIS
15986.0,J OCCUP ENVIRON MED,JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL MEDICINE
30017.0,J OCCUP ORGAN PSYCH,JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY
19169.0,J OPER MANAG,JOURNAL OF OPERATIONS MANAGEMENT
22236.0,J OPER RES SOC,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY
30020.0,J ORGAN BEHAV,JOURNAL OF ORGANIZATIONAL BEHAVIOR
20670.0,J ORGAN CHANGE MANAG,JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT
30022.0,J PERS,JOURNAL OF PERSONALITY
22965.0,J PERS SELL SALES M,JOURNAL OF PERSONAL SELLING AND SALES MANAGEMENT
