leaf_rank,frontier_rank,leaf_type,target_leaves,node_id,title,abstract,year,journal,source_title,doi,cited_by,has_article_metadata,leaf_connection_score,sap_rank,internal_indegree,internal_outdegree,has_title_abstract
43,,sap_leaf,100,"ISTREFI A, 2025, INT J TECHNOL ENHANC",THE ROLE OF ENTREPRENEURIAL MARKETING AND DIGITAL TRANSFORMATION ON WOMEN'S ENTREPRENEURIAL INTENTIONS IN KOSOVO,"THIS STUDY AIMED TO EXPLORE HOW DIGITAL TRANSFORMATION AND ENTREPRENEURIAL MARKETING AFFECT WOMEN BUSINESS OWNERS IN AN EMERGING COUNTRY. THE OBTAINED DATA FROM BUSINESS OWNERS WERE ANALYSED USING THE STRUCTURAL EQUATION MODEL (SEM) TO DETERMINE HOW FOUR DIMENSIONS OF ENTREPRENEURIAL MARKETING, TOGETHER WITH DIGITAL TRANSFORMATION, AFFECT FIRM PERFORMANCE. THE RESEARCH SHOWS A STRONG LINK BETWEEN THE ROLE OF ENTREPRENEURIAL MARKETING (EM) ON WOMEN'S ENTREPRENEURIAL INTENTIONS AND A MODERATE EFFECT OF DIGITAL TRANSFORMATION (DT) ON WOMEN'S ENTREPRENEURIAL INTENTIONS. THE STUDY ADVANCES KNOWLEDGE AND PROVIDES A CLEARER UNDERSTANDING OF HOW ENTREPRENEURIAL MARKETING INFLUENCES WOMEN'S ENTREPRENEURIAL INTENTIONS. FUTURE STUDIES SHOULD GO FURTHER INTO THESE TOPICS TO OFFER A MORE THOROUGH KNOWLEDGE OF THE INTERACTIONS BETWEEN ENTREPRENEURIAL MARKETING, DIGITAL TRANSFORMATION, AND WOMEN-LED BUSINESSES. TO OUR KNOWLEDGE, THIS IS THE FIRST STUDY TO EXPLORE THE ROLE OF ENTREPRENEURIAL MARKETING AND DIGITAL TRANSFORMATION ON WOMEN'S ENTREPRENEURIAL INTENTIONS IN AN EMERGING COUNTRY.",2025.0,INTERNATIONAL JOURNAL OF TECHNOLOGY ENHANCED LEARNING,INT J TECHNOL ENHANC,10.1504/IJTEL.2025.145315,1.0,True,1137,1389665,0,13,
44,,sap_leaf,100,"NWANKWO CA, 2023, FOUND MANAGE",CRITICAL UNDERSTANDING OF EXISTING ENTREPRENEURIAL MARKETING MODELS: 2002 - 2022,"WITH THE CONSISTENT FAILURE OF SMALL AND MEDIUM ENTERPRISES (SMES) GLOBALLY, MANY SCHOLARS HAVE DEVELOPED ENTREPRENEURIAL MARKETING (EM) MODELS THAT ARE AIMED AT REDUCING THE FAILURE FREQUENTLY EXPERIENCED. THE AIM OF THIS PAPER IS TO CRITICALLY REVIEW THE DIFFERENT EM MODELS FROM 2002 TO 2022. IN PURSUIT OF THIS AIM, THE PAPER REVIEWED 10 EM MODELS TO FIND OUT THEIR STRENGTHS AND SHORTFALLS. THE REVIEW FOUND THAT SOME RESEARCH CONSTRUCTS SUCH AS MARKET SENSING AND TEAMWORK, WHICH WERE IGNORED, WERE IDENTIFIED AS POSING A SIGNIFICANT CONTRIBUTION TO BUSINESS SURVIVAL IN THE INTEGRATIVE EM MODEL. THE PAPER CONCLUDES THAT SINCE DIFFERENT EM MODELS HAVE BEEN DEVELOPED TO REDUCE THE CONSISTENT FAILURE OF BUSINESS, EFFORTS SHOULD BE INTENSIFIED TOWARDS ADOPTING THE INTEGRATIVE EM MODEL TO MEASURE ITS APPLICABILITY IN OTHER SECTORS AS WELL AS TO HAVE A UNIFIED AND ACCEPTABLE EM MODEL THAT WILL GROW AND SUSTAIN SMES.",2023.0,FOUNDATIONS OF MANAGEMENT,FOUND MANAGE,10.2478/fman-2023-0007,2.0,True,607,418661,0,37,
45,,sap_leaf,100,"EGGERS F, 2025, J RES MARK ENTREP","ENTREPRENEURIAL MARKETING, TECHNOLOGY, AND TRANSFORMATIVE CHANGE: EDITORIAL AND INTRODUCTION TO THE SPECIAL ISSUE","PURPOSE: THIS EDITORIAL, WRITTEN BY THE GUEST EDITORS, INTRODUCES THE SPECIAL ISSUE ON ENTREPRENEURIAL MARKETING, TECHNOLOGY, AND TRANSFORMATIVE CHANGE. THE GUEST EDITORS PROVIDE BACKGROUND INFORMATION ABOUT THE THEME OF THE SPECIAL ISSUE. THEY INTRODUCE A CONCEPTUAL FRAMEWORK WHICH CAPTURES THE FOUR PAPERS OF THE SPECIAL ISSUE, BEFORE SUMMARIZING THEM. THE EDITORIAL CLOSES WITH A CONCLUSION. DESIGN/METHODOLOGY/APPROACH: THE INITIAL CALL FOR PAPERS FOR THIS SPECIAL ISSUE WENT OUT IN 2023. THE GUEST EDITORS RECEIVED 19 SUBMISSIONS. FOUR PAPERS PASSED ALL ROUNDS OF THE INDEPENDENT REVIEW PROCESS AND WERE ULTIMATELY ACCEPTED FOR PUBLICATION. THE GUEST EDITORS ORGANIZE THE FOUR PAPERS IN A COMPREHENSIVE FRAMEWORK AND SUMMARIZE THEM. FINALLY, THE GUEST EDITORS PROVIDE CONCLUSIONS. FINDINGS: THE GUEST EDITORIAL DESCRIBES HOW THE FOUR PAPERS FIT INTO A CONCEPTUAL FRAMEWORK, ADDRESSING RESEARCH QUESTIONS WITH A FOCUS ON ENTREPRENEURIAL MARKETING MINDSETS, PROCESSES AND/OR BEHAVIORS IN THE CONTEXT OF TECHNOLOGICAL ADVANCEMENTS AND TRANSFORMATIVE CHANGE. THE PAPERS PROVIDE IMPLICATIONS FOR DIFFERENT STAKEHOLDERS IN THE ENTREPRENEURIAL ECOSYSTEM. SPECIFICALLY, THEY DISCUSS HOW TECHNOLOGY HELPS ENTREPRENEURS AND NEW VENTURES ADAPT TO CHANGES IN THE ENTREPRENEURIAL ECOSYSTEM OR HOW TECHNOLOGY CAN ENACT CHANGES IN THESE SYSTEMS. ORIGINALITY/VALUE: BESIDES PROVIDING A CONCEPTUAL FRAMEWORK AND AN INTRODUCTION TO THE SPECIAL ISSUE, THIS GUEST EDITORIAL ALSO SUMMARIZES THE PAPERS APPEARING IN THE SPECIAL ISSUE. THE GUEST EDITORS PROVIDE INFORMATION ABOUT THE KEY FINDINGS OF THE FOUR PAPERS AND THE MAJOR IMPLICATIONS FOR ENTREPRENEURIAL MARKETING RESEARCH.  2025, EMERALD PUBLISHING LIMITED.",2025.0,JOURNAL OF RESEARCH IN MARKETING AND ENTREPRENEURSHIP,J RES MARK ENTREP,10.1108/JRME-03-2025-216,0.0,True,538,334258,0,5,
46,,sap_leaf,100,"ZAINUALDIN A, 2019",EXAMINING ENTREPRENEURIAL MARKETING BEHAVIOURS IN SOCIAL ENTERPRISES,"PURPOSE OF STUDY: IN THIS PAPER, THE SIGNIFICANCE AND JUSTIFICATION FOR STUDYING ENTREPRENEURSHIP, MARKETING, INNOVATION AND CUSTOMER ORIENTATION (EMICO) IN THE CONTEXT OF SOCIAL ENTERPRISES IN MALAYSIA IS DISCUSSED AND ELABORATED. METHODOLOGY: EMICO IS AN EMERGING FRAMEWORK DEVELOPED BY JONES AND ROWLEY (2009) TO EXPLORE THE INTERFACE BETWEEN EACH DIMENSION IN THE CONTEXT OF SMALL AND MEDIUM-SIZED ENTERPRISES (SMES). PAST STUDIES ARE REVIEWED TO DESCRIBE AND EXPLAIN THE DIMENSIONS OF THE EMICO FRAMEWORK. IN ADDITION, LITERATURE RELATING TO THE CHARACTERISTICS OF SMES AND ENTREPRENEURS ARE REVIEWED TO BUILD THE BASIS FOR STUDYING THEIR DIRECT EFFECTS ON THE VENTURES EMICO. RESULTS: THE PAPER PUTS FORWARD PROPOSITIONS TO TEST AND VALIDATE THE RELATIONSHIP BETWEEN THE VARIABLES FOR FUTURE EMPIRICAL RESEARCH.  ZAINUALDIN ET AL.",2019.0,HUMANITIES AND SOCIAL SCIENCES REVIEWS,,10.18510/HSSR.2019.7249,0.0,True,337,142609,0,57,
47,,sap_leaf,100,"RIZVANDI A, 2019, J HUM SPORT EXERC",ENTREPRENEURIAL MARKETING EFFECTS ON SPORT CLUB MANAGER PERFORMANCE (CONCEPTUAL MODEL),"SINCE SPORT ENTREPRENEURSHIP HAS RECENTLY BEEN PROVED CRITICAL TO THE SPORT INDUSTRY SUCCESS, HEREIN, WE TESTED CONCEPTUAL MODEL OF ENTREPRENEURIAL MARKETING FOR SPORT CLUB MANAGERS IN TEHRAN, IRAN. IN ORDER TO ASSESS ENTREPRENEURIAL MARKETING, CLUB NATURE, PERFORMANCE SCALE, MARKET ORIENTATION, AND ENTREPRENEURSHIP ORIENTATION, STANDARDIZED METHODS OF MEASUREMENTS WERE APPLIED. THE FACE AND CONTENT VALIDITY OF THE RESEARCH TOOLS WERE CONFIRMED BY EXPERTS OF SPORT MARKETING WHILE THE CONSTRUCT VALIDITY WAS AFFIRMED BY CONFIRMATORY FACTOR ANALYSIS (CFA). STRUCTURAL EQUATION MODELLING (SME) WAS ESTIMATED USING PARTIAL LEAST SQUARES METHOD IN SMART PLS SOFTWARE. OUR RESULTS DEMONSTRATED THAT EXCEPT FOR ENTREPRENEURSHIP ORIENTATION, THERE WAS A POSITIVE AND SIGNIFICANT RELATIONSHIP BETWEEN ALL VARIABLES AND ORGANIZATIONAL PERFORMANCE. MOREOVER, A POSITIVE AND SIGNIFICANT RELATIONSHIP WAS ALSO DETECTED BETWEEN ALL VARIABLES, EXCEPT FOR MARKET ORIENTATION, AND ENTREPRENEURIAL MARKETING. ACCORDING TO THE GOODNESS OF FIT, THE MODEL FITNESS WAS GOOD (0.621).",2019.0,JOURNAL OF HUMAN SPORT AND EXERCISE,J HUM SPORT EXERC,10.14198/jhse.2019.14.Proc5.47,2.0,True,322,132184,0,29,
48,,sap_leaf,100,"SARABDEEN J, 2025",SAUDI ARABIAN LEGAL FRAMEWORK ON THE USE OF SOCIAL MEDIA IN ENTREPRENEURIAL MARKETING,"ENTREPRENEURIAL MARKETING (EM) IS A TYPE OF MARKETING WHERE ENTREPRENEURS PROACTIVELY EXPLORE AND IDENTIFY CUSTOMERS AND RETAIN THEM USING INNOVATION. LIMITED RESOURCES, EXPERTISE, AND FUNDING DRIVE MANY ENTREPRENEURS TOWARDS EM. AS AN INTEGRAL PART OF EM, ENTREPRENEURS USE SOCIAL MEDIA, THOUGH IT BRINGS SOME LEGAL RISKS. THUS, THIS RESEARCH TRIED TO ANALYZE THE LAWS THAT ENTREPRENEURS SHOULD UNDERSTAND BEFORE EMBARKING ON EM IN SAUDI ARABIA. THE OBJECTIVE OF THE STUDY IS TO ASSESS THE APPLICABLE LAW IN THE USE OF SOCIAL MEDIA FOR EM AND ADVISE THE BUSINESS ON THE ACCEPTABLE USE OF SOCIAL MEDIA IN EM USING A SYSTEMATIC ANALYSIS OF LAW AND LEGAL CONTENT ANALYSIS. THE RESEARCH USED A SYSTEMATIC LITERATURE REVIEW TO DERIVE AND UNDERSTAND THEMES, CONTENT, AND GAPS IN THE LITERATURE. IT ALSO USED LEGAL CONTENT ANALYSIS TO IDENTIFY, INTERPRET, AND ANALYZE THE LAWS AND RULES, AND SUBSEQUENTLY ADVISE THE BUSINESSES THAT ARE USING SOCIAL MEDIA IN EM. THE FINDING SUGGESTED A LACK OF LITERATURE ON THE USE OF SOCIAL MEDIA IN EM AND THE LAWS THAT REGULATE EM IN SAUDI ARABIA. THE LEGAL CONTENT REVEALED THAT MARKETERS NEED TO PLAN THEIR MARKETING MATERIAL, CONTENT, AND INFLUENCERS TO AVOID LEGAL RISKS. THEY ALSO NEED TO CAREFULLY ASSESS THE COMPETITION STRATEGIES AND LICENSING REGIME. ANY VIOLATION COULD LEAD TO CIVIL AND CRIMINAL LIABILITIES. THE RESEARCH FILLED THE GAP ON THE ISSUE RELATED TO THE LEGAL RISK INVOLVED IN USING SOCIAL MEDIA FOR EM. THE ARTICLE SUGGESTED VARIOUS POLICIES AND PRACTICE GUIDELINES TO ADDRESS INTELLECTUAL PROPERTY RIGHTS, COMPETITION, DIGITAL CONTENT, AND E-COMMERCE.  2025 THE AUTHOR.",2025.0,SOCIAL SCIENCES AND HUMANITIES OPEN,,10.1016/J.SSAHO.2025.102242,0.0,True,321,131270,0,24,
49,,sap_leaf,100,"HAKEMZADEH F, 2020, INT J NONLINEAR ANAL",PROVIDING A QUANTITATIVE MODEL FOR MANAGEMENT OF ENTREPRENEURIAL MARKETING IN THE MICROELECTRONICS INDUSTRY,"NOWADAYS, ORGANIZATIONS THAT COMBINE MARKETING AND ENTREPRENEURIAL ACTIVITIES ACT BETTER IN DISCOVERING AND EXPLOITING NEW OPPORTUNITIES OF THE MARKET. ONE OF THE MAIN ADVANTAGES OF THE ENTREPRENEURSHIP CONCEPT IN THE MARKETING IS ITS CAPABILITY TO RESPOND TO AN EVER-CHANGING ENVIRONMENT. WHEN ENTREPRENEURS ARE LOOKING FOR NEW OPPORTUNITIES REGARDING LIMITED RESOURCES, THEY MUST ADOPT AN INNOVATIVE APPROACH TO DEALING WITH THESE UNCERTAINTIES. THIS STUDY AIMS TO IDENTIFY, PRIORITIZE AND VALIDATE THE COMPONENTS AFFECTING ENTREPRENEURSHIP IN MARKETING IN THE MICROELECTRONICS INDUSTRY. IN THIS RESEARCH, CONFIRMATORY FACTOR ANALYSIS HAS BEEN USED TO ANALYZE THE TOOLS OF STUDY. NEXT, DESCRIPTIVE INDICATORS OF RESEARCH VARIABLES (I.E. MEAN AND STANDARD DEVIATION) HAVE BEEN REPORTED. THEN, STRUCTURAL EQUATION METHOD HAS BEEN UTILIZED IN ORDER TO EVALUATE THE CAUSAL RELATIONSHIPS BETWEEN VARIABLES. FINALLY, FRIEDMAN TEST HAS BEEN APPLIED TO PRIORITIZE THE RESEARCH VARIABLES. THE FINDINGS SHOWED THAT 22% OF EMPLOYMENT VARIANCE, 31% OF MARKET PERFORMANCE VARIANCE, 28% OF CUSTOMER ORIENTATION VARIANCE, 46% OF PRODUCT MARKETING VARIANCE, 34% OF MARKETABILITY VARIANCE AND 53% OF ENTREPRENEURIAL MARKETING VARIANCE CAN BEEN EXPLAINED BY THE VARIABLES OF THE RESEARCH MODEL. ALSO, THE FIT INDICES OBTAINED FOR THE TESTED MODEL SHOWED THAT THE RMSEA INDEX IN THE ESTIMATED MODEL HAS AN ACCEPTABLE LEVEL WITH VALUE OF 0.064 AND OTHER FIT INDICES SUCH AS CFI, GFI, NFI, AND AGFI ARE EQUAL TO 0.97, 0.94, 0.95 AND 0.92, RESPECTIVELY INDICATING GOOD LEVELS. THESE CHARACTERISTICS FOR GOODNESS OF FIT CONFIRM THAT THE DATA OF CURRENT STUDY FITS WELL WITH THE FACTOR STRUCTURE OF THE MODEL AND HENCE THE ENTREPRENEURIAL MARKETING IS VALID AND APPLICABLE IN THE MICROELECTRONICS INDUSTRY.",2020.0,INTERNATIONAL JOURNAL OF NONLINEAR ANALYSIS AND APPLICATIONS,INT J NONLINEAR ANAL,10.22075/IJNAA.2020.4749,0.0,True,285,105747,0,9,
50,,sap_leaf,100,"AL-TATE ADS, 2022, J ASIAN FINANC ECON",THE IMPACT OF MARKETING CULTURE AND RATIONAL DECISION ON ACADEMIC ENTREPRENEURSHIP AND ENTREPRENEURIAL MARKETING: FIELD RESEARCH FOR IRAQI PRIVATE COLLEGES,"THE RESEARCH AIMS TO TEST THE IMPACT OF MARKETING CULTURE AND RATIONAL DECISIONS IN ACADEMIC ENTREPRENEURSHIP DURING ENTREPRENEURIAL MARKETING BY FOCUSING ON THE MAIN PROBLEM AND THE CHALLENGES THAT IRAQI PRIVATE UNIVERSITIES FACE. THE MOST IMPORTANT OF THESE CHALLENGES IS PROBABLY THE INABILITY OF THE PRIVATE UNIVERSITIES TO KEEP PACE WITH THE DEVELOPMENT AND THE ENVIRONMENTAL CHALLENGES. THE RESEARCHER CHOSE 26 PRIVATE IRAQI UNIVERSITIES/COLLEGES FOR THE STUDY. THE SAMPLE WAS TAKEN FROM DEANS, ASSISTANT DEANS, AND HEADS OF DEPARTMENTS, WITH 310 PEOPLE DISTRIBUTED AMONG THE VARIOUS COLLEGES. THE RESEARCHER USED THE ELECTRONIC QUESTIONNAIRE AS A TOOL FOR COLLECTING INFORMATION. DATA ANALYSIS WAS BASED ON THE (SPSS) AND (AMOS) PROGRAMS. THE RESEARCHERS ARRIVED AT MANY CONCLUSIONS. THE MOST IMPORTANT FINDING WAS THE IMPACT ON BOTH THE MARKETING CULTURE AND RATIONAL DECISION ON ACADEMIC ENTREPRENEURSHIP THROUGH ENTREPRENEURIAL MARKETING. THE HIGHER ADMINISTRATION IN THE IRAQI PRIVATE UNIVERSITIES/COLLEGES ALWAYS STRIVE TO ADHERE TO THE MARKETING VALUES, NORMS AND TRADITIONS THROUGH A COMMITMENT TO RATIONAL DECISIONS TO ACHIEVE ACADEMIC ENTREPRENEURSHIP. THE HIGHER ADMINISTRATORS INCREASE THEIR COMMITMENT AND ADHERENCE TO THIS INFLUENCE BY ADHERING TO MARKETING ENTREPRENEURSHIP.",2022.0,JOURNAL OF ASIAN FINANCE ECONOMICS AND BUSINESS,J ASIAN FINANC ECON,10.13106/jafeb.2022.vol9.no4.0131,1.0,True,85,14525,0,6,
51,,sap_leaf,100,"JENSON I, 2020, J BUS RES",AN ENTREPRENEURIAL MARKETING PROCESS PERSPECTIVE OF THE ROLE OF INTERMEDIARIES IN PRODUCING INNOVATION OUTCOMES,"THE ACTIVITIES OF INNOVATION SYSTEM ACTORS, PARTICULARLY THE IMPORTANCE OF NETWORKS, ENTREPRENEURS, AND THE ROLE OF INTERMEDIARIES HAVE NOT YET BEEN INTEGRATED INTO A FRAMEWORK THAT EXPLAINS INNOVATION SYSTEM PERFORMANCE AT THE PROJECT LEVEL. THIS STUDY CONTRIBUTES BY EXPLORING THE ROLE OF THE INNOVATION SYSTEM'S ACTORS WITH RESPECT TO ITS PERFORMANCE. INNOVATION SYSTEM PERFORMANCE IS STUDIED USING MULTIPLE CASES OF PROJECTS USING STATISTICAL INFERENCE, NETWORK ANALYSIS, AND FUZZY-SET QUALITATIVE COMPARATIVE ANALYSIS. THE NUMBER OF ACTORS EFFECTIVELY INVOLVED IN PROJECTS IS POSITIVELY ASSOCIATED WITH INNOVATION SYSTEM PERFORMANCE. THE NETWORK OF RELATIONSHIPS IN THE CASE STUDY INNOVATION SYSTEM WAS RELATIVELY OPEN, SUCH THAT THE CONTRIBUTION OF SOME ACTORS ONLY BECAME AVAILABLE TO THE SYSTEM THROUGH THE CONDUIT OF OTHER ACTORS. BOTH RESEARCHERS AND INTERMEDIARIES ARE HIGHLY INVOLVED AND EFFECTIVE, AND THE INTERMEDIARIES' EFFECTIVENESS CONTRIBUTES TO INNOVATION SYSTEM PERFORMANCE. HOWEVER, THE PERCEIVED INVOLVEMENT OR EFFECTIVENESS OF THESE AND OTHER ACTORS DID NOT, ALONE, ENSURE THAT THE CONDITIONS REQUIRED FOR INNOVATION SYSTEM PERFORMANCE WERE MET. THE RESEARCH METHOD AND RESULTS APPLY TO ANY INNOVATION PROJECT, PARTICULARLY THOSE IN HIGHLY REGULATED, TECHNOLOGICAL FIELDS. THE PRESENT STUDY'S FINDINGS DEMONSTRATE THE APPLICATION OF INNOVATION SYSTEM THEORY AT THE PROJECT LEVEL. THE STUDY HAS IMPORTANT IMPLICATIONS FOR INTEGRATING ENTREPRENEURIAL MARKETING INTO INNOVATION SYSTEM POLICY AND PRACTICE.",2020.0,JOURNAL OF BUSINESS RESEARCH,J BUS RES,10.1016/j.jbusres.2019.09.054,13.0,True,8,831,0,16,
52,1,frontier_leaf,100,"OLAN F, 2026, INFORM SYST FRONT",SOCIAL ENTREPRENEURIAL MARKETING AND INNOVATION IN B2B SERVICES: BUILDING RESILIENCE WITH EXPLAINABLE ARTIFICIAL INTELLIGENCE,"EXPLAINABLE ARTIFICIAL INTELLIGENCE (XAI) AND OTHER DIGITAL TECHNOLOGIES ARE ALTERING THE NATURE OF SOCIAL ENTREPRENEURSHIP, MARKETING, AND OTHER SERVICE ACTIVITIES. THE STRUCTURES AND STRATEGIES OF ENTREPRENEURS UNDERGO RADICAL CHANGE AS A RESULT OF THE IMPACT OF XAI ON MARKETING AND INNOVATION. DESPITE THE INCREASED INTEREST IN BUSINESS TO BUSINESS (B2B) LITERATURE, THERE ARE LIMITATIONS ON HOW AND WHAT CIRCUMSTANCES THE ACTIVITIES OF B2B MARKETING ON SOCIAL ENTREPRENEURSHIP. THEREFORE, THIS STUDY OUTLINES HOW XAI WILL IMPACT B2B SERVICES BY BUILDING RESILIENCE DURING AND AFTER CRISIS EVENTS SUCH AS THE COVID-19 PANDEMIC. TO DEVELOP AN IN-DEPTH UNDERSTANDING ON THE THEORIES OF SOCIAL ENTREPRENEURSHIP, B2B MARKETING, AND EMERGING TECHNOLOGIES, THIS STUDY SET APART AND CONCEPTUALIZE RELEVANT FACTORS AND LINKAGES. THE RESULT SHOWS THAT BASED ON A SURVEY OF 295 SAMPLES OF B2B SERVICES ENTREPRENEURIAL BUSINESSES, XAI ENHANCES THE ESTABLISHMENT OF A SUSTAINABLE RESILIENCE FOR B2B MARKETING ACTIVITIES AND CONTRIBUTE TO BUILDING SOCIAL ENTREPRENEURIAL STRATEGIES FOR B2B MARKETING INNOVATION.",2026.0,INFORMATION SYSTEMS FRONTIERS,INFORM SYST FRONT,10.1007/s10796-025-10583-5,4.0,True,0,0,0,16,True
53,2,frontier_leaf,100,"BOOPATHI M, 2025",ENTREPRENEURIAL MARKETING: ANALYZING THE EFFECTS OF SOCIAL MEDIA MARKETING ON BUSINESS ENTERPRISE PERFORMANCE,"THE MOST IMPORTANT BREAKTHROUGHS FOR THE COMPANY OVER THE LAST DECADES ARE ONLINE BUSINESS MARKETING. IN SOCIAL MEDIA MARKETING, DUE TO ITS INTRICACY AND MULTIDIMENSIONALITY, TRUST HAS HISTORICALLY BEEN A PHRASE THAT HAS BEEN CHALLENGING TO QUANTIFY AND DEFINE. DESPITE THE INCREASING GROWTH OF COMMERCIAL WEBSITES, MANY CONSUMERS THINK THAT DOING BUSINESS ONLINE IS RISKIER THAN DOING IT OFFLINE. ENTREPRENEURIAL MARKETING IS AN ADVERTISING TACTICS THAT OFFER ENTREPRENEURS A MEANS TO EFFICIENTLY MANAGE THEIR FIRMS ON A TIGHT BUDGET. BECAUSE OF SOCIAL MEDIA, BUSINESSES NOW OPERATE VERY DIFFERENTLY. THIS RESEARCH EXPLORES THE SOCIAL MEDIA MARKETING STRATEGIES INFLUENCING BUSINESS ENTERPRISES PERFORMANCE. THE MARKETING STRATEGIES OF ENTREPRENEURS WERE STUDIED USING THE CRITERIA SUCH AS CUSTOMER FOCUS, INNOVATIVENESS, PROACTIVE APPROACH AND VALUE CREATION. IN ADDITION, THERE ARE TWO ESSENTIAL PORTIONS IN THIS STUDY PAPER. THE FIRST SECTION IS DATA COLLECTION, WHICH INCLUDES A PRIMARY DATA SOURCE. THE INFORMATION OF THE STUDY WAS OBTAINED FROM UTTAR PRADESHS BUSINESS OWNERS BY EMPLOYING A STANDARDISED QUESTIONNAIRE. TO OBTAIN THE DESIRED FINDINGS, SEM ANALYSIS WAS CONDUCTED USING DATA ACQUIRED FROM THE RELEVANT AUTHORITIES.  2025 INFORMA UK LIMITED, TRADING AS TAYLOR & FRANCIS GROUP.",2025.0,JOURNAL OF MARKETING COMMUNICATIONS,,10.1080/13527266.2025.2590533,0.0,True,0,0,0,17,True
54,3,frontier_leaf,100,"AMADASUN OED, 2025, SO AFR J ENTREP SMAL",EFFECT OF ENTREPRENEURIAL MARKETING ON SMES COMPETITIVE PERFORMANCE IN LESOTHO,"BACKGROUND: ENTREPRENEURIAL MARKETING (EM) IS AN IMPORTANT MARKET STRATEGIC CONCEPT THAT SMALL AND MEDIUM-SIZED ENTERPRISE (SME) OWNERS OR MANAGERS ADOPT AND PRACTISE TO DRIVE THEIR ENTERPRISES TO ATTAIN COMPETITIVE FINANCIAL PERFORMANCE. RECORDS INDICATE THAT IN THE PAST 20 YEARS LIMITED STUDIES HAVE FOCUSSED ON EM STRATEGIC CHALLENGES THAT THE BASOTHO SMES FACE IN LESOTHO. AIM: THIS STUDY AIMED TO DETERMINE THE EFFECT OF EM STRATEGIES (CUSTOMER RELATIONSHIP, STRATEGIC NETWORKING AND CUSTOMER SATISFACTION) ON THE COMPETITIVE FINANCIAL PERFORMANCE OF SMES IN SELECTED DISTRICTS OF LESOTHO. SETTING: THE DATA FOR THIS STUDY WERE COLLECTED FROM THE FOUR DISTRICTS OF BUTHA-BUTHE, LERIBE, MAFETENG AND MASERU IN LESOTHO, WHERE SME DISTRIBUTION IS HIGHER COMPARED TO OTHER DISTRICTS IN LESOTHO. METHODS: THE DESCRIPTIVE-CORRELATION RESEARCH DESIGN WAS ADOPTED USING THE QUESTIONNAIRE AS THE PRIMARY RESEARCH TOOL FOR THE DATA COLLECTION IN THE FOUR SELECTED DISTRICTS, AND THE DATA WERE ANALYSED USING DESCRIPTIVE AND INFERENTIAL STATISTICS. RESULTS: THE THREE PREDICTORS (CUSTOMER RELATIONSHIP, STRATEGIC NETWORKING AND CUSTOMER SATISFACTION) OF THE EM ESTIMATES IDENTIFIED THAT EACH PREDICTOR STATISTICALLY CONTRIBUTES SIGNIFICANTLY TO SMES' DYNAMIC MARKET OPERATION AND ATTAINING COMPETITIVE FINANCIAL PERFORMANCE. CONCLUSION: THE THREE FACTORS OF EM EXPLAIN WHY SME OWNERS OR MANAGERS SHOULD CONSIDER THE PREDICTORS AS CRITICAL AND SYNERGIC MARKET FACTORS THAT INFLUENCE THEIR ENTERPRISES TO ATTAIN COMPETITIVE FINANCIAL PERFORMANCE. CONTRIBUTION: THE RESULTS OF THIS STUDY SUGGEST (TO SME OWNERS, MANAGERS AND POLICYMAKERS) THAT THE THREE PREDICTORS OF EM ARE CRITICALLY IDIOSYNCRATIC AND HAVE A DISTINCTIVE INFLUENCE ON THE SMES' EFFECTIVE MARKET OPERATION AND ATTAINING COMPETITIVE FINANCIAL PERFORMANCE.",2025.0,SOUTHERN AFRICAN JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS MANAGEMENT (SAJESBM),SO AFR J ENTREP SMAL,10.4102/sajesbm.v17i1.889,2.0,True,0,0,0,6,True
