source_root_id,target_root_id,source_node_id,target_node_id,source_title,target_title,text_similarity,co_citation_similarity,structural_similarity,combined_similarity
root_04,root_14,"SHANE S, 2000, ACAD MANAGE REV","KOHLI AK, 1990, J MARKETING",THE PROMISE OF ENTREPRENEURSHIP AS A FIELD OF RESEARCH,"MARKET ORIENTATION: THE CONSTRUCT, RESEARCH PROPOSITIONS, AND MANAGERIAL IMPLICATIONS",0.124949,0.03849,0.905153,0.250729
root_08,root_14,"BARNEY J, 1991, J MANAGE","KOHLI AK, 1990, J MARKETING",FIRM RESOURCES AND SUSTAINED COMPETITIVE ADVANTAGE,"MARKET ORIENTATION: THE CONSTRUCT, RESEARCH PROPOSITIONS, AND MANAGERIAL IMPLICATIONS",0.032474,0.15861,0.901691,0.250465
root_10,root_13,"CARSON D, 1995, MARKETING AND ENTREPRENEURSHIP IN SMES - AN INNOVATIVE APPROACH","NARVER JC, 1990, J MARKETING",Marketing and entrepreneurship in SMEs : an innovative approach,THE EFFECT OF A MARKET ORIENTATION ON BUSINESS PROFITABILITY,0.014047,0.161632,0.937793,0.250451
root_08,root_16,"BARNEY J, 1991, J MANAGE","GILMORE A, 2011, J RES MARK ENTREP",FIRM RESOURCES AND SUSTAINED COMPETITIVE ADVANTAGE,ENTREPRENEURIAL AND SME MARKETING,0.018121,0.218539,0.824302,0.249504
root_11,root_15,"READ S, 2009, J MARKETING","HILLS G, 2011, JOURNAL OF SMALL BUSINESS AND ENTREPRENEURSHIP",MARKETING UNDER UNCERTAINTY: THE LOGIC OF AN EFFECTUAL APPROACH,ACADEMIC ROOTS: THE PAST AND PRESENT OF ENTREPRENEURIAL MARKETING,0.10184,0.093704,0.85417,0.249458
root_10,root_11,"CARSON D, 1995, MARKETING AND ENTREPRENEURSHIP IN SMES - AN INNOVATIVE APPROACH","READ S, 2009, J MARKETING",Marketing and entrepreneurship in SMEs : an innovative approach,MARKETING UNDER UNCERTAINTY: THE LOGIC OF AN EFFECTUAL APPROACH,0.090506,0.078446,0.901768,0.248537
root_06,root_10,"MATSUNO K, 2002, J MARKETING","CARSON D, 1995, MARKETING AND ENTREPRENEURSHIP IN SMES - AN INNOVATIVE APPROACH",THE EFFECTS OF ENTREPRENEURIAL PROCLIVITY AND MARKET ORIENTATION ON BUSINESS PERFORMANCE,Marketing and entrepreneurship in SMEs : an innovative approach,0.0,0.160128,0.955053,0.247055
root_04,root_06,"SHANE S, 2000, ACAD MANAGE REV","MATSUNO K, 2002, J MARKETING",THE PROMISE OF ENTREPRENEURSHIP AS A FIELD OF RESEARCH,THE EFFECTS OF ENTREPRENEURIAL PROCLIVITY AND MARKET ORIENTATION ON BUSINESS PERFORMANCE,0.011202,0.122474,0.994244,0.246756
root_17,root_18,"HANSEN DJ, 2010, J RES MARK ENTREP","BECHERER RC, 2012, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP",THE MARKETING/ENTREPRENEURSHIP INTERFACE: A REPORT ON THE “CHARLESTON SUMMIT”,THE EFFECT OF ENTREPRENEURIAL MARKETING ON OUTCOME GOALS IN SMES,0.04261,0.177667,0.826077,0.246573
root_05,root_11,"MILLER D, 1983, MANAGE SCI","READ S, 2009, J MARKETING",THE CORRELATES OF ENTREPRENEURSHIP IN THREE TYPES OF FIRMS,MARKETING UNDER UNCERTAINTY: THE LOGIC OF AN EFFECTUAL APPROACH,0.06239,0.11767,0.885796,0.246419
root_07,root_17,"LUMPKIN GT, 1996, ACAD MANAGE REV","HANSEN DJ, 2010, J RES MARK ENTREP",CLARIFYING THE ENTREPRENEURIAL ORIENTATION CONSTRUCT AND LINKING IT TO PERFORMANCE,THE MARKETING/ENTREPRENEURSHIP INTERFACE: A REPORT ON THE “CHARLESTON SUMMIT”,0.026891,0.208422,0.799253,0.244899
root_05,root_09,"MILLER D, 1983, MANAGE SCI","SARASVATHY SD, 2001, ACAD MANAGE REV",THE CORRELATES OF ENTREPRENEURSHIP IN THREE TYPES OF FIRMS,CAUSATION AND EFFECTUATION: TOWARD A THEORETICAL SHIFT FROM ECONOMIC INEVITABILITY TO ENTREPRENEURIAL CONTINGENCY,0.0,0.16641,0.9282,0.243884
root_07,root_18,"LUMPKIN GT, 1996, ACAD MANAGE REV","BECHERER RC, 2012, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP",CLARIFYING THE ENTREPRENEURIAL ORIENTATION CONSTRUCT AND LINKING IT TO PERFORMANCE,THE EFFECT OF ENTREPRENEURIAL MARKETING ON OUTCOME GOALS IN SMES,0.025472,0.27931,0.669828,0.243187
root_05,root_15,"MILLER D, 1983, MANAGE SCI","HILLS G, 2011, JOURNAL OF SMALL BUSINESS AND ENTREPRENEURSHIP",THE CORRELATES OF ENTREPRENEURSHIP IN THREE TYPES OF FIRMS,ACADEMIC ROOTS: THE PAST AND PRESENT OF ENTREPRENEURIAL MARKETING,0.045796,0.183769,0.789367,0.242801
root_06,root_12,"MATSUNO K, 2002, J MARKETING","BJERKE B, 2002, ENTREPRENEURIAL MARK",THE EFFECTS OF ENTREPRENEURIAL PROCLIVITY AND MARKET ORIENTATION ON BUSINESS PERFORMANCE,Entrepreneurial Marketing: The Growth of Small Firms in the New Economic Era,0.034703,0.124515,0.916051,0.242407
root_02,root_17,"COLLINSON E, 2001, MANAGEMENT DECISION","HANSEN DJ, 2010, J RES MARK ENTREP",ENTREPRENEURIAL MARKETING – A HISTORICAL PERSPECTIVE ON DEVELOPMENT AND PRACTICE,THE MARKETING/ENTREPRENEURSHIP INTERFACE: A REPORT ON THE “CHARLESTON SUMMIT”,0.083743,0.133631,0.783045,0.241064
root_07,root_10,"LUMPKIN GT, 1996, ACAD MANAGE REV","CARSON D, 1995, MARKETING AND ENTREPRENEURSHIP IN SMES - AN INNOVATIVE APPROACH",CLARIFYING THE ENTREPRENEURIAL ORIENTATION CONSTRUCT AND LINKING IT TO PERFORMANCE,Marketing and entrepreneurship in SMEs : an innovative approach,0.018473,0.114426,0.951415,0.238645
root_04,root_12,"SHANE S, 2000, ACAD MANAGE REV","BJERKE B, 2002, ENTREPRENEURIAL MARK",THE PROMISE OF ENTREPRENEURSHIP AS A FIELD OF RESEARCH,Entrepreneurial Marketing: The Growth of Small Firms in the New Economic Era,0.027057,0.121999,0.917811,0.238438
root_09,root_14,"SARASVATHY SD, 2001, ACAD MANAGE REV","KOHLI AK, 1990, J MARKETING",CAUSATION AND EFFECTUATION: TOWARD A THEORETICAL SHIFT FROM ECONOMIC INEVITABILITY TO ENTREPRENEURIAL CONTINGENCY,"MARKET ORIENTATION: THE CONSTRUCT, RESEARCH PROPOSITIONS, AND MANAGERIAL IMPLICATIONS",0.0,0.163299,0.903121,0.237779
root_02,root_18,"COLLINSON E, 2001, MANAGEMENT DECISION","BECHERER RC, 2012, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP",ENTREPRENEURIAL MARKETING – A HISTORICAL PERSPECTIVE ON DEVELOPMENT AND PRACTICE,THE EFFECT OF ENTREPRENEURIAL MARKETING ON OUTCOME GOALS IN SMES,0.055719,0.227921,0.656245,0.236095
root_09,root_10,"SARASVATHY SD, 2001, ACAD MANAGE REV","CARSON D, 1995, MARKETING AND ENTREPRENEURSHIP IN SMES - AN INNOVATIVE APPROACH",CAUSATION AND EFFECTUATION: TOWARD A THEORETICAL SHIFT FROM ECONOMIC INEVITABILITY TO ENTREPRENEURIAL CONTINGENCY,Marketing and entrepreneurship in SMEs : an innovative approach,0.0,0.138675,0.9288,0.234296
root_08,root_18,"BARNEY J, 1991, J MANAGE","BECHERER RC, 2012, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP",FIRM RESOURCES AND SUSTAINED COMPETITIVE ADVANTAGE,THE EFFECT OF ENTREPRENEURIAL MARKETING ON OUTCOME GOALS IN SMES,0.014941,0.263025,0.671105,0.233003
root_06,root_17,"MATSUNO K, 2002, J MARKETING","HANSEN DJ, 2010, J RES MARK ENTREP",THE EFFECTS OF ENTREPRENEURIAL PROCLIVITY AND MARKET ORIENTATION ON BUSINESS PERFORMANCE,THE MARKETING/ENTREPRENEURSHIP INTERFACE: A REPORT ON THE “CHARLESTON SUMMIT”,0.055978,0.125,0.80231,0.229402
root_06,root_15,"MATSUNO K, 2002, J MARKETING","HILLS G, 2011, JOURNAL OF SMALL BUSINESS AND ENTREPRENEURSHIP",THE EFFECTS OF ENTREPRENEURIAL PROCLIVITY AND MARKET ORIENTATION ON BUSINESS PERFORMANCE,ACADEMIC ROOTS: THE PAST AND PRESENT OF ENTREPRENEURIAL MARKETING,0.082692,0.095637,0.787853,0.228255
root_09,root_13,"SARASVATHY SD, 2001, ACAD MANAGE REV","NARVER JC, 1990, J MARKETING",CAUSATION AND EFFECTUATION: TOWARD A THEORETICAL SHIFT FROM ECONOMIC INEVITABILITY TO ENTREPRENEURIAL CONTINGENCY,THE EFFECT OF A MARKET ORIENTATION ON BUSINESS PROFITABILITY,0.0,0.13598,0.900136,0.22762
root_04,root_15,"SHANE S, 2000, ACAD MANAGE REV","HILLS G, 2011, JOURNAL OF SMALL BUSINESS AND ENTREPRENEURSHIP",THE PROMISE OF ENTREPRENEURSHIP AS A FIELD OF RESEARCH,ACADEMIC ROOTS: THE PAST AND PRESENT OF ENTREPRENEURIAL MARKETING,0.071188,0.093704,0.789367,0.222705
root_13,root_18,"NARVER JC, 1990, J MARKETING","BECHERER RC, 2012, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP",THE EFFECT OF A MARKET ORIENTATION ON BUSINESS PROFITABILITY,THE EFFECT OF ENTREPRENEURIAL MARKETING ON OUTCOME GOALS IN SMES,0.010519,0.215203,0.710122,0.222079
root_06,root_16,"MATSUNO K, 2002, J MARKETING","GILMORE A, 2011, J RES MARK ENTREP",THE EFFECTS OF ENTREPRENEURIAL PROCLIVITY AND MARKET ORIENTATION ON BUSINESS PERFORMANCE,ENTREPRENEURIAL AND SME MARKETING,0.042164,0.108253,0.825879,0.222038
root_04,root_16,"SHANE S, 2000, ACAD MANAGE REV","GILMORE A, 2011, J RES MARK ENTREP",THE PROMISE OF ENTREPRENEURSHIP AS A FIELD OF RESEARCH,ENTREPRENEURIAL AND SME MARKETING,0.042976,0.106066,0.827466,0.221956
root_08,root_11,"BARNEY J, 1991, J MANAGE","READ S, 2009, J MARKETING",FIRM RESOURCES AND SUSTAINED COMPETITIVE ADVANTAGE,MARKETING UNDER UNCERTAINTY: THE LOGIC OF AN EFFECTUAL APPROACH,0.006269,0.109888,0.882408,0.217764
root_04,root_10,"SHANE S, 2000, ACAD MANAGE REV","CARSON D, 1995, MARKETING AND ENTREPRENEURSHIP IN SMES - AN INNOVATIVE APPROACH",THE PROMISE OF ENTREPRENEURSHIP AS A FIELD OF RESEARCH,Marketing and entrepreneurship in SMEs : an innovative approach,0.027947,0.039223,0.956888,0.217682
root_13,root_19,"NARVER JC, 1990, J MARKETING","ALQAHTANI N, 2022, J STRATEG MARK",THE EFFECT OF A MARKET ORIENTATION ON BUSINESS PROFITABILITY,"ENTREPRENEURIAL MARKETING AND FIRM PERFORMANCE: SCALE DEVELOPMENT, VALIDATION, AND EMPIRICAL TEST",0.185982,0.15861,0.392232,0.217652
root_04,root_17,"SHANE S, 2000, ACAD MANAGE REV","HANSEN DJ, 2010, J RES MARK ENTREP",THE PROMISE OF ENTREPRENEURSHIP AS A FIELD OF RESEARCH,THE MARKETING/ENTREPRENEURSHIP INTERFACE: A REPORT ON THE “CHARLESTON SUMMIT”,0.029774,0.122474,0.803851,0.217034
root_07,root_11,"LUMPKIN GT, 1996, ACAD MANAGE REV","READ S, 2009, J MARKETING",CLARIFYING THE ENTREPRENEURIAL ORIENTATION CONSTRUCT AND LINKING IT TO PERFORMANCE,MARKETING UNDER UNCERTAINTY: THE LOGIC OF AN EFFECTUAL APPROACH,0.020168,0.087519,0.880729,0.215853
root_08,root_19,"BARNEY J, 1991, J MANAGE","ALQAHTANI N, 2022, J STRATEG MARK",FIRM RESOURCES AND SUSTAINED COMPETITIVE ADVANTAGE,"ENTREPRENEURIAL MARKETING AND FIRM PERFORMANCE: SCALE DEVELOPMENT, VALIDATION, AND EMPIRICAL TEST",0.148959,0.21148,0.370681,0.215186
root_06,root_19,"MATSUNO K, 2002, J MARKETING","ALQAHTANI N, 2022, J STRATEG MARK",THE EFFECTS OF ENTREPRENEURIAL PROCLIVITY AND MARKET ORIENTATION ON BUSINESS PERFORMANCE,"ENTREPRENEURIAL MARKETING AND FIRM PERFORMANCE: SCALE DEVELOPMENT, VALIDATION, AND EMPIRICAL TEST",0.279846,0.039284,0.371391,0.213958
root_11,root_18,"READ S, 2009, J MARKETING","BECHERER RC, 2012, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP",MARKETING UNDER UNCERTAINTY: THE LOGIC OF AN EFFECTUAL APPROACH,THE EFFECT OF ENTREPRENEURIAL MARKETING ON OUTCOME GOALS IN SMES,0.036423,0.104447,0.756846,0.204316
root_08,root_10,"BARNEY J, 1991, J MANAGE","CARSON D, 1995, MARKETING AND ENTREPRENEURSHIP IN SMES - AN INNOVATIVE APPROACH",FIRM RESOURCES AND SUSTAINED COMPETITIVE ADVANTAGE,Marketing and entrepreneurship in SMEs : an innovative approach,0.008825,0.026939,0.953229,0.204046
root_05,root_18,"MILLER D, 1983, MANAGE SCI","BECHERER RC, 2012, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP",THE CORRELATES OF ENTREPRENEURSHIP IN THREE TYPES OF FIRMS,THE EFFECT OF ENTREPRENEURIAL MARKETING ON OUTCOME GOALS IN SMES,0.01655,0.170697,0.673681,0.201927
root_18,root_19,"BECHERER RC, 2012, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP","ALQAHTANI N, 2022, J STRATEG MARK",THE EFFECT OF ENTREPRENEURIAL MARKETING ON OUTCOME GOALS IN SMES,"ENTREPRENEURIAL MARKETING AND FIRM PERFORMANCE: SCALE DEVELOPMENT, VALIDATION, AND EMPIRICAL TEST",0.053008,0.201008,0.521659,0.198538
root_01,root_19,"MORRIS MH, 2002, J MARKET THEORY PRAC","ALQAHTANI N, 2022, J STRATEG MARK",ENTREPRENEURIAL MARKETING: A CONSTRUCT FOR INTEGRATING EMERGING ENTREPRENEURSHIP AND MARKETING PERSPECTIVES,"ENTREPRENEURIAL MARKETING AND FIRM PERFORMANCE: SCALE DEVELOPMENT, VALIDATION, AND EMPIRICAL TEST",0.051861,0.281635,0.364474,0.194804
root_05,root_19,"MILLER D, 1983, MANAGE SCI","ALQAHTANI N, 2022, J STRATEG MARK",THE CORRELATES OF ENTREPRENEURSHIP IN THREE TYPES OF FIRMS,"ENTREPRENEURIAL MARKETING AND FIRM PERFORMANCE: SCALE DEVELOPMENT, VALIDATION, AND EMPIRICAL TEST",0.120573,0.188713,0.372104,0.194728
root_05,root_16,"MILLER D, 1983, MANAGE SCI","GILMORE A, 2011, J RES MARK ENTREP",THE CORRELATES OF ENTREPRENEURSHIP IN THREE TYPES OF FIRMS,ENTREPRENEURIAL AND SME MARKETING,0.035064,0.034669,0.827466,0.193406
root_16,root_19,"GILMORE A, 2011, J RES MARK ENTREP","ALQAHTANI N, 2022, J STRATEG MARK",ENTREPRENEURIAL AND SME MARKETING,"ENTREPRENEURIAL MARKETING AND FIRM PERFORMANCE: SCALE DEVELOPMENT, VALIDATION, AND EMPIRICAL TEST",0.046336,0.204124,0.44475,0.181245
root_15,root_19,"HILLS G, 2011, JOURNAL OF SMALL BUSINESS AND ENTREPRENEURSHIP","ALQAHTANI N, 2022, J STRATEG MARK",ACADEMIC ROOTS: THE PAST AND PRESENT OF ENTREPRENEURIAL MARKETING,"ENTREPRENEURIAL MARKETING AND FIRM PERFORMANCE: SCALE DEVELOPMENT, VALIDATION, AND EMPIRICAL TEST",0.084486,0.120223,0.468521,0.173801
root_06,root_18,"MATSUNO K, 2002, J MARKETING","BECHERER RC, 2012, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP",THE EFFECTS OF ENTREPRENEURIAL PROCLIVITY AND MARKET ORIENTATION ON BUSINESS PERFORMANCE,THE EFFECT OF ENTREPRENEURIAL MARKETING ON OUTCOME GOALS IN SMES,0.024747,0.071067,0.672389,0.170487
root_10,root_18,"CARSON D, 1995, MARKETING AND ENTREPRENEURSHIP IN SMES - AN INNOVATIVE APPROACH","BECHERER RC, 2012, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP",Marketing and entrepreneurship in SMEs : an innovative approach,THE EFFECT OF ENTREPRENEURIAL MARKETING ON OUTCOME GOALS IN SMES,0.041023,0.034139,0.692586,0.168926
root_09,root_18,"SARASVATHY SD, 2001, ACAD MANAGE REV","BECHERER RC, 2012, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP",CAUSATION AND EFFECTUATION: TOWARD A THEORETICAL SHIFT FROM ECONOMIC INEVITABILITY TO ENTREPRENEURIAL CONTINGENCY,THE EFFECT OF ENTREPRENEURIAL MARKETING ON OUTCOME GOALS IN SMES,0.014924,0.049237,0.722581,0.168465
root_11,root_19,"READ S, 2009, J MARKETING","ALQAHTANI N, 2022, J STRATEG MARK",MARKETING UNDER UNCERTAINTY: THE LOGIC OF AN EFFECTUAL APPROACH,"ENTREPRENEURIAL MARKETING AND FIRM PERFORMANCE: SCALE DEVELOPMENT, VALIDATION, AND EMPIRICAL TEST",0.095015,0.11547,0.41804,0.166779
root_14,root_19,"KOHLI AK, 1990, J MARKETING","ALQAHTANI N, 2022, J STRATEG MARK","MARKET ORIENTATION: THE CONSTRUCT, RESEARCH PROPOSITIONS, AND MANAGERIAL IMPLICATIONS","ENTREPRENEURIAL MARKETING AND FIRM PERFORMANCE: SCALE DEVELOPMENT, VALIDATION, AND EMPIRICAL TEST",0.063191,0.148148,0.407307,0.161749
root_03,root_19,"STOKES D, 2000, J RES MARKETING ENTR","ALQAHTANI N, 2022, J STRATEG MARK",PUTTING ENTREPRENEURSHIP INTO MARKETING: THE PROCESSES OF ENTREPRENEURIAL MARKETING,"ENTREPRENEURIAL MARKETING AND FIRM PERFORMANCE: SCALE DEVELOPMENT, VALIDATION, AND EMPIRICAL TEST",0.077049,0.122398,0.367884,0.151088
root_04,root_18,"SHANE S, 2000, ACAD MANAGE REV","BECHERER RC, 2012, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP",THE PROMISE OF ENTREPRENEURSHIP AS A FIELD OF RESEARCH,THE EFFECT OF ENTREPRENEURIAL MARKETING ON OUTCOME GOALS IN SMES,0.0,0.034816,0.673681,0.146922
root_17,root_19,"HANSEN DJ, 2010, J RES MARK ENTREP","ALQAHTANI N, 2022, J STRATEG MARK",THE MARKETING/ENTREPRENEURSHIP INTERFACE: A REPORT ON THE “CHARLESTON SUMMIT”,"ENTREPRENEURIAL MARKETING AND FIRM PERFORMANCE: SCALE DEVELOPMENT, VALIDATION, AND EMPIRICAL TEST",0.043761,0.078567,0.460179,0.139227
root_12,root_19,"BJERKE B, 2002, ENTREPRENEURIAL MARK","ALQAHTANI N, 2022, J STRATEG MARK",Entrepreneurial Marketing: The Growth of Small Firms in the New Economic Era,"ENTREPRENEURIAL MARKETING AND FIRM PERFORMANCE: SCALE DEVELOPMENT, VALIDATION, AND EMPIRICAL TEST",0.128999,0.0,0.40179,0.138408
root_09,root_19,"SARASVATHY SD, 2001, ACAD MANAGE REV","ALQAHTANI N, 2022, J STRATEG MARK",CAUSATION AND EFFECTUATION: TOWARD A THEORETICAL SHIFT FROM ECONOMIC INEVITABILITY TO ENTREPRENEURIAL CONTINGENCY,"ENTREPRENEURIAL MARKETING AND FIRM PERFORMANCE: SCALE DEVELOPMENT, VALIDATION, AND EMPIRICAL TEST",0.015622,0.108866,0.399114,0.124956
root_02,root_19,"COLLINSON E, 2001, MANAGEMENT DECISION","ALQAHTANI N, 2022, J STRATEG MARK",ENTREPRENEURIAL MARKETING – A HISTORICAL PERSPECTIVE ON DEVELOPMENT AND PRACTICE,"ENTREPRENEURIAL MARKETING AND FIRM PERFORMANCE: SCALE DEVELOPMENT, VALIDATION, AND EMPIRICAL TEST",0.048605,0.083992,0.362473,0.123764
root_04,root_19,"SHANE S, 2000, ACAD MANAGE REV","ALQAHTANI N, 2022, J STRATEG MARK",THE PROMISE OF ENTREPRENEURSHIP AS A FIELD OF RESEARCH,"ENTREPRENEURIAL MARKETING AND FIRM PERFORMANCE: SCALE DEVELOPMENT, VALIDATION, AND EMPIRICAL TEST",0.014281,0.03849,0.372104,0.094319
root_10,root_19,"CARSON D, 1995, MARKETING AND ENTREPRENEURSHIP IN SMES - AN INNOVATIVE APPROACH","ALQAHTANI N, 2022, J STRATEG MARK",Marketing and entrepreneurship in SMEs : an innovative approach,"ENTREPRENEURIAL MARKETING AND FIRM PERFORMANCE: SCALE DEVELOPMENT, VALIDATION, AND EMPIRICAL TEST",0.032001,0.0,0.382546,0.09091
